11:13:41 13481 MiB, 63 % RAM:11704MB
11:14:41 13481 MiB, 59 % RAM:11557MB
11:15:41 13481 MiB, 61 % RAM:11557MB
11:16:41 13481 MiB, 65 % RAM:11559MB
11:17:41 13481 MiB, 58 % RAM:11568MB
11:18:41 13481 MiB, 63 % RAM:11572MB
11:19:41 13481 MiB, 76 % RAM:11568MB
11:20:41 13481 MiB, 65 % RAM:11554MB
11:21:42 13481 MiB, 73 % RAM:11552MB
11:22:42 13481 MiB, 57 % RAM:11537MB
11:23:42 13481 MiB, 63 % RAM:11543MB
11:24:42 13481 MiB, 65 % RAM:11546MB
11:25:42 13481 MiB, 60 % RAM:11546MB
11:26:42 13481 MiB, 56 % RAM:11546MB
11:27:42 13481 MiB, 70 % RAM:11540MB
11:28:42 13481 MiB, 74 % RAM:11544MB
11:29:42 13481 MiB, 63 % RAM:11545MB
11:30:42 13481 MiB, 61 % RAM:11554MB
11:31:42 13481 MiB, 59 % RAM:11548MB
11:32:42 13481 MiB, 67 % RAM:11540MB
11:33:42 13481 MiB, 66 % RAM:11542MB
11:34:42 13481 MiB, 67 % RAM:11556MB
11:35:42 13481 MiB, 60 % RAM:11760MB
11:36:42 13481 MiB, 66 % RAM:11714MB
11:37:42 13481 MiB, 59 % RAM:11726MB
11:38:42 13481 MiB, 68 % RAM:11570MB
11:39:42 13481 MiB, 67 % RAM:11547MB
11:40:42 13481 MiB, 66 % RAM:11552MB
11:41:42 13481 MiB, 66 % RAM:11549MB
11:42:42 13481 MiB, 68 % RAM:11560MB
11:43:42 13481 MiB, 69 % RAM:11548MB
11:44:42 13481 MiB, 60 % RAM:11554MB
11:45:42 13481 MiB, 70 % RAM:11551MB
11:46:42 13481 MiB, 68 % RAM:11548MB
11:47:42 13481 MiB, 67 % RAM:11560MB
11:48:42 13481 MiB, 66 % RAM:11565MB
11:49:42 13481 MiB, 57 % RAM:11553MB
11:50:42 13481 MiB, 67 % RAM:11560MB
11:51:42 13481 MiB, 67 % RAM:11555MB
11:52:42 13481 MiB, 70 % RAM:11564MB
11:53:42 13481 MiB, 63 % RAM:11553MB
11:54:42 13481 MiB, 62 % RAM:11561MB
11:55:42 13481 MiB, 57 % RAM:11773MB
11:56:42 13481 MiB, 59 % RAM:11741MB
11:57:42 13481 MiB, 67 % RAM:11738MB
11:58:42 13481 MiB, 64 % RAM:11592MB
11:59:42 13481 MiB, 62 % RAM:11587MB
12:00:42 13497 MiB, 72 % RAM:11785MB
12:01:42 13497 MiB, 76 % RAM:11784MB
12:02:42 13497 MiB, 70 % RAM:11780MB
12:03:42 13497 MiB, 59 % RAM:11775MB
12:04:43 13497 MiB, 59 % RAM:11758MB
12:05:43 13497 MiB, 65 % RAM:11763MB
12:06:43 13497 MiB, 65 % RAM:11758MB
12:07:43 13497 MiB, 66 % RAM:11759MB
12:08:43 13496 MiB, 69 % RAM:11755MB
12:09:43 13496 MiB, 59 % RAM:11759MB
12:10:43 13496 MiB, 65 % RAM:11762MB
12:11:43 13474 MiB, 58 % RAM:11764MB
12:12:43 13501 MiB, 66 % RAM:11944MB
12:13:43 13493 MiB, 66 % RAM:11747MB
12:14:43 20201 MiB, 74 % RAM:17803MB
12:15:43 20923 MiB, 86 % RAM:17807MB
12:16:43 20923 MiB, 47 % RAM:17803MB
12:17:43 5454 MiB, 68 % RAM:10172MB
12:18:43 5450 MiB, 60 % RAM:10019MB
12:19:43 5450 MiB, 58 % RAM:10241MB
12:20:43 12357 MiB, 80 % RAM:16307MB
12:21:43 5735 MiB, 60 % RAM:10810MB
12:22:43 6414 MiB, 67 % RAM:11037MB
12:23:43 5708 MiB, 66 % RAM:10933MB
12:24:43 5468 MiB, 67 % RAM:10761MB
12:25:43 4041 MiB, 54 % RAM:9306MB
12:26:43 7362 MiB, 50 % RAM:12223MB
12:27:43 8018 MiB, 52 % RAM:13517MB
12:28:43 5491 MiB, 58 % RAM:10665MB
12:29:43 10341 MiB, 64 % RAM:15588MB
12:30:43 10955 MiB, 60 % RAM:15297MB
12:31:43 12358 MiB, 88 % RAM:16205MB
12:32:43 5454 MiB, 67 % RAM:10833MB
12:33:43 12358 MiB, 85 % RAM:16379MB
12:34:43 12359 MiB, 88 % RAM:16487MB
12:35:43 12359 MiB, 86 % RAM:16310MB
12:36:43 12359 MiB, 86 % RAM:16508MB
12:37:43 5455 MiB, 66 % RAM:10629MB
12:38:43 12359 MiB, 87 % RAM:16302MB
12:39:43 12359 MiB, 84 % RAM:16564MB
12:40:43 5456 MiB, 56 % RAM:10650MB
12:41:43 10268 MiB, 66 % RAM:15381MB
12:42:43 5495 MiB, 58 % RAM:10428MB
12:43:43 5694 MiB, 66 % RAM:10801MB
12:44:43 12464 MiB, 92 % RAM:16702MB
12:45:43 5560 MiB, 59 % RAM:10952MB
12:46:44 12849 MiB, 87 % RAM:16564MB
12:47:44 6366 MiB, 65 % RAM:12252MB
12:48:44 12445 MiB, 91 % RAM:16463MB
12:49:44 12448 MiB, 88 % RAM:16561MB
12:50:44 5521 MiB, 75 % RAM:10823MB
12:51:44 12349 MiB, 85 % RAM:16556MB
12:52:44 12349 MiB, 88 % RAM:16553MB
12:53:44 12349 MiB, 86 % RAM:16553MB
12:54:44 5471 MiB, 63 % RAM:11006MB
12:55:44 12349 MiB, 88 % RAM:16723MB
12:56:44 12924 MiB, 88 % RAM:17091MB
12:57:44 19231 MiB, 95 % RAM:21840MB
12:58:44 12353 MiB, 87 % RAM:16085MB
12:59:44 12384 MiB, 88 % RAM:16095MB
13:00:44 5501 MiB, 73 % RAM:10393MB
13:01:44 6189 MiB, 58 % RAM:11863MB
13:02:44 12381 MiB, 89 % RAM:16128MB
13:03:44 12380 MiB, 87 % RAM:16138MB
13:04:44 5501 MiB, 64 % RAM:10543MB
13:05:44 23614 MiB, 84 % RAM:18228MB
13:06:44 23614 MiB, 83 % RAM:18285MB
13:07:44 23614 MiB, 93 % RAM:18108MB
13:08:44 23617 MiB, 83 % RAM:18116MB
13:09:44 16285 MiB, 66 % RAM:12053MB
13:10:44 5500 MiB, 62 % RAM:10293MB
13:11:44 5500 MiB, 57 % RAM:10263MB
13:12:44 5500 MiB, 67 % RAM:10087MB
13:13:44 5500 MiB, 61 % RAM:10083MB
13:14:44 5500 MiB, 64 % RAM:10188MB
13:15:44 5500 MiB, 62 % RAM:10163MB
13:16:44 5500 MiB, 68 % RAM:10163MB
13:17:44 458 MiB, 3 % RAM:5632MB
13:18:44 456 MiB, 3 % RAM:5636MB
13:19:44 456 MiB, 3 % RAM:5639MB
13:20:44 2487 MiB, 62 % RAM:7830MB
13:21:44 456 MiB, 4 % RAM:6163MB
13:22:44 5501 MiB, 63 % RAM:10506MB
13:23:44 5503 MiB, 58 % RAM:10373MB
13:24:44 5503 MiB, 70 % RAM:10233MB
13:25:44 5503 MiB, 66 % RAM:10236MB
13:26:44 5495 MiB, 67 % RAM:10228MB
13:27:44 5495 MiB, 58 % RAM:10199MB
13:28:45 5495 MiB, 68 % RAM:10211MB
13:29:45 5495 MiB, 59 % RAM:10197MB
13:30:45 5495 MiB, 59 % RAM:10067MB
13:31:45 5495 MiB, 58 % RAM:10059MB
13:32:45 5495 MiB, 63 % RAM:10221MB
13:33:45 5495 MiB, 67 % RAM:10218MB
13:34:45 5495 MiB, 59 % RAM:10213MB
13:35:45 5495 MiB, 64 % RAM:10229MB
13:36:45 5495 MiB, 67 % RAM:10210MB
13:37:45 5495 MiB, 67 % RAM:10209MB
13:38:45 5495 MiB, 67 % RAM:10053MB
13:39:45 5495 MiB, 57 % RAM:10072MB
13:40:45 5495 MiB, 60 % RAM:10053MB
13:41:45 5495 MiB, 57 % RAM:10058MB
13:42:45 5495 MiB, 69 % RAM:10042MB
13:43:45 5495 MiB, 76 % RAM:10057MB
13:44:45 5495 MiB, 75 % RAM:10070MB
13:45:45 5495 MiB, 70 % RAM:10059MB
13:46:45 5495 MiB, 73 % RAM:10069MB
13:47:45 5495 MiB, 68 % RAM:10064MB
13:48:45 5495 MiB, 71 % RAM:10066MB
13:49:45 5495 MiB, 57 % RAM:10069MB
13:50:45 5495 MiB, 58 % RAM:10060MB
13:51:45 5495 MiB, 67 % RAM:10078MB
13:52:45 5495 MiB, 63 % RAM:10075MB
13:53:45 5495 MiB, 65 % RAM:10067MB
13:54:45 5495 MiB, 65 % RAM:10083MB
13:55:45 5495 MiB, 63 % RAM:10083MB
13:56:45 5495 MiB, 65 % RAM:10067MB
13:57:45 5495 MiB, 66 % RAM:10067MB
13:58:45 5495 MiB, 67 % RAM:10069MB
13:59:45 5495 MiB, 68 % RAM:10073MB
14:00:45 463 MiB, 3 % RAM:5677MB
14:01:45 456 MiB, 5 % RAM:5698MB
14:02:45 456 MiB, 4 % RAM:5674MB
14:03:45 456 MiB, 5 % RAM:5692MB
14:04:45 456 MiB, 4 % RAM:5664MB
14:05:45 456 MiB, 4 % RAM:5671MB
14:06:45 456 MiB, 5 % RAM:5679MB
14:07:45 456 MiB, 5 % RAM:5690MB
14:08:45 456 MiB, 4 % RAM:5677MB
14:09:45 456 MiB, 4 % RAM:5688MB
14:10:45 456 MiB, 4 % RAM:5706MB
14:11:46 456 MiB, 4 % RAM:5682MB
14:12:46 456 MiB, 4 % RAM:5673MB
14:13:46 456 MiB, 4 % RAM:5689MB
14:14:46 456 MiB, 5 % RAM:5695MB
14:15:46 456 MiB, 4 % RAM:5676MB
14:16:46 456 MiB, 4 % RAM:5692MB
14:17:46 457 MiB, 5 % RAM:5717MB
14:18:46 457 MiB, 5 % RAM:5707MB
14:19:46 457 MiB, 5 % RAM:5708MB
14:20:46 461 MiB, 5 % RAM:5717MB
14:21:46 457 MiB, 5 % RAM:5707MB
14:22:46 457 MiB, 4 % RAM:5706MB
14:23:46 3967 MiB, 70 % RAM:8862MB
14:24:46 456 MiB, 5 % RAM:5959MB
14:25:46 5501 MiB, 66 % RAM:10400MB
14:26:46 5501 MiB, 67 % RAM:10314MB
14:27:46 5501 MiB, 68 % RAM:10334MB
14:28:46 5495 MiB, 67 % RAM:10150MB
14:29:46 5495 MiB, 70 % RAM:10163MB
14:30:46 5495 MiB, 67 % RAM:10156MB
14:31:46 5495 MiB, 59 % RAM:10163MB
14:32:46 5495 MiB, 61 % RAM:10152MB
14:33:46 5495 MiB, 64 % RAM:10173MB
14:34:46 5495 MiB, 58 % RAM:10157MB
14:35:46 5495 MiB, 61 % RAM:10146MB
14:36:46 5495 MiB, 62 % RAM:10153MB
14:37:46 5495 MiB, 63 % RAM:10151MB
14:38:46 5495 MiB, 62 % RAM:10139MB
14:39:46 5495 MiB, 56 % RAM:10149MB
14:40:46 5501 MiB, 72 % RAM:10165MB
14:41:46 5495 MiB, 65 % RAM:10168MB
14:42:46 5495 MiB, 66 % RAM:10167MB
14:43:46 5495 MiB, 60 % RAM:10180MB
14:44:46 5495 MiB, 66 % RAM:10143MB
14:45:46 5495 MiB, 64 % RAM:10146MB
14:46:46 5495 MiB, 65 % RAM:10151MB
14:47:46 5495 MiB, 63 % RAM:10164MB
14:48:46 5495 MiB, 63 % RAM:10160MB
14:49:46 5495 MiB, 59 % RAM:10152MB
14:50:46 5495 MiB, 64 % RAM:10162MB
14:51:46 5495 MiB, 60 % RAM:10150MB
14:52:47 5495 MiB, 55 % RAM:10148MB
14:53:47 5495 MiB, 64 % RAM:10156MB
14:54:47 5495 MiB, 59 % RAM:10150MB
14:55:47 5495 MiB, 60 % RAM:10158MB
14:56:47 5495 MiB, 64 % RAM:10149MB
14:57:47 5495 MiB, 66 % RAM:10159MB
14:58:47 5495 MiB, 63 % RAM:10164MB
14:59:47 5495 MiB, 56 % RAM:10159MB
15:00:47 5495 MiB, 63 % RAM:10152MB
15:01:47 5495 MiB, 66 % RAM:10143MB
15:02:47 5495 MiB, 57 % RAM:10165MB
15:03:47 5495 MiB, 58 % RAM:10152MB
15:04:47 5495 MiB, 57 % RAM:10165MB
15:05:47 5495 MiB, 67 % RAM:10151MB
15:06:47 5495 MiB, 66 % RAM:10158MB
15:07:47 5495 MiB, 65 % RAM:10154MB
15:08:47 5495 MiB, 69 % RAM:10149MB
15:09:47 5495 MiB, 66 % RAM:10123MB
15:10:47 5502 MiB, 56 % RAM:10127MB
15:11:47 5495 MiB, 68 % RAM:10157MB
15:12:47 5495 MiB, 67 % RAM:10155MB
15:13:47 5495 MiB, 66 % RAM:10157MB
15:14:47 5495 MiB, 60 % RAM:10161MB
15:15:47 5495 MiB, 60 % RAM:10165MB
15:16:47 5495 MiB, 65 % RAM:10147MB
15:17:47 5496 MiB, 63 % RAM:10152MB
15:18:47 5496 MiB, 65 % RAM:10161MB
15:19:47 5496 MiB, 68 % RAM:10164MB
15:20:47 5496 MiB, 68 % RAM:10150MB
15:21:47 5496 MiB, 62 % RAM:10149MB
15:22:47 5496 MiB, 72 % RAM:10148MB
15:23:47 5495 MiB, 73 % RAM:10146MB
15:24:47 5495 MiB, 67 % RAM:10152MB
15:25:47 5495 MiB, 68 % RAM:10159MB
15:26:47 5495 MiB, 63 % RAM:10347MB
15:27:47 456 MiB, 4 % RAM:5983MB
15:28:47 456 MiB, 5 % RAM:6071MB
15:29:47 5503 MiB, 67 % RAM:10429MB
15:30:47 5503 MiB, 62 % RAM:10334MB
15:31:47 5503 MiB, 68 % RAM:10348MB
15:32:47 5503 MiB, 56 % RAM:10180MB
15:33:47 5503 MiB, 64 % RAM:10173MB
15:34:47 5503 MiB, 66 % RAM:10178MB
15:35:48 5503 MiB, 58 % RAM:10187MB
15:36:48 5503 MiB, 64 % RAM:10169MB
15:37:48 5503 MiB, 59 % RAM:10195MB
15:38:48 5503 MiB, 66 % RAM:10176MB
15:39:48 5495 MiB, 67 % RAM:10192MB
15:40:48 5495 MiB, 61 % RAM:10189MB
15:41:48 5495 MiB, 59 % RAM:10176MB
15:42:48 5495 MiB, 57 % RAM:10195MB
15:43:48 5495 MiB, 59 % RAM:10172MB
15:44:48 5495 MiB, 67 % RAM:10177MB
15:45:48 5495 MiB, 68 % RAM:10192MB
15:46:48 5495 MiB, 67 % RAM:10185MB
15:47:48 5495 MiB, 73 % RAM:10193MB
15:48:48 5495 MiB, 66 % RAM:10174MB
15:49:48 5495 MiB, 65 % RAM:10183MB
15:50:48 5495 MiB, 67 % RAM:10182MB
15:51:48 5495 MiB, 55 % RAM:10188MB
15:52:48 5495 MiB, 67 % RAM:10181MB
15:53:48 5495 MiB, 58 % RAM:10193MB
15:54:48 5495 MiB, 70 % RAM:10193MB
15:55:48 5495 MiB, 59 % RAM:10183MB
15:56:48 5495 MiB, 61 % RAM:10184MB
15:57:48 5495 MiB, 62 % RAM:10192MB
15:58:48 5495 MiB, 68 % RAM:10203MB
15:59:48 5495 MiB, 67 % RAM:10199MB
16:00:48 5495 MiB, 67 % RAM:10178MB
16:01:48 5495 MiB, 63 % RAM:10196MB
16:02:48 5495 MiB, 65 % RAM:10201MB
16:03:48 5495 MiB, 63 % RAM:10208MB
16:04:48 5495 MiB, 67 % RAM:10193MB
16:05:48 5495 MiB, 58 % RAM:10205MB
16:06:48 5495 MiB, 58 % RAM:10193MB
16:07:48 456 MiB, 4 % RAM:5806MB
16:08:48 456 MiB, 4 % RAM:5782MB
16:09:48 456 MiB, 4 % RAM:5796MB
16:10:48 456 MiB, 4 % RAM:5785MB
16:11:48 456 MiB, 4 % RAM:5780MB
16:12:48 456 MiB, 4 % RAM:5779MB
16:13:48 456 MiB, 4 % RAM:5804MB
16:14:48 456 MiB, 4 % RAM:5782MB
16:15:48 456 MiB, 4 % RAM:5806MB
16:16:48 456 MiB, 4 % RAM:5782MB
16:17:48 456 MiB, 4 % RAM:5799MB
16:18:49 460 MiB, 4 % RAM:5792MB
16:19:49 456 MiB, 4 % RAM:5799MB
16:20:49 456 MiB, 4 % RAM:5779MB
16:21:49 457 MiB, 4 % RAM:5766MB
16:22:49 457 MiB, 4 % RAM:5608MB
16:23:49 458 MiB, 4 % RAM:5620MB
16:24:49 456 MiB, 4 % RAM:5614MB
16:25:49 457 MiB, 4 % RAM:5617MB
16:26:49 456 MiB, 4 % RAM:5609MB
16:27:49 456 MiB, 4 % RAM:5617MB
16:28:49 456 MiB, 4 % RAM:5609MB
16:29:49 457 MiB, 3 % RAM:5796MB
16:30:49 3967 MiB, 68 % RAM:8722MB
16:31:49 456 MiB, 6 % RAM:5789MB
16:32:49 5437 MiB, 63 % RAM:10205MB
16:33:49 5439 MiB, 66 % RAM:10157MB
16:34:49 5439 MiB, 66 % RAM:10145MB
16:35:49 5439 MiB, 71 % RAM:10000MB
16:36:49 5439 MiB, 59 % RAM:10010MB
16:37:49 5439 MiB, 66 % RAM:10020MB
16:38:49 5439 MiB, 71 % RAM:9997MB
16:39:49 5439 MiB, 66 % RAM:10006MB
16:40:49 5439 MiB, 54 % RAM:10006MB
16:41:49 5441 MiB, 58 % RAM:10006MB
16:42:49 5439 MiB, 57 % RAM:9994MB
16:43:49 5441 MiB, 73 % RAM:9957MB
16:44:49 5439 MiB, 72 % RAM:9978MB
16:45:49 5439 MiB, 56 % RAM:9982MB
16:46:49 5445 MiB, 59 % RAM:9975MB
16:47:49 5431 MiB, 66 % RAM:9990MB
16:48:49 5431 MiB, 66 % RAM:9989MB
16:49:49 5431 MiB, 66 % RAM:10010MB
16:50:49 5431 MiB, 58 % RAM:9978MB
16:51:49 5431 MiB, 68 % RAM:9986MB
16:52:49 5431 MiB, 65 % RAM:9981MB
16:53:49 5431 MiB, 70 % RAM:9989MB
16:54:49 5431 MiB, 60 % RAM:9988MB
16:55:49 5431 MiB, 71 % RAM:9982MB
16:56:49 5431 MiB, 66 % RAM:9965MB
16:57:49 5431 MiB, 60 % RAM:10002MB
16:58:49 5431 MiB, 62 % RAM:9988MB
16:59:49 5431 MiB, 62 % RAM:9981MB
17:00:50 5431 MiB, 65 % RAM:9993MB
17:01:50 5431 MiB, 65 % RAM:9993MB
17:02:50 5431 MiB, 69 % RAM:9977MB
17:03:50 5431 MiB, 62 % RAM:9983MB
17:04:50 5431 MiB, 73 % RAM:9978MB
17:05:50 5431 MiB, 60 % RAM:9982MB
17:06:50 5431 MiB, 59 % RAM:9995MB
17:07:50 5432 MiB, 68 % RAM:9985MB
17:08:50 5432 MiB, 66 % RAM:9995MB
17:09:50 5432 MiB, 66 % RAM:9998MB
17:10:50 5432 MiB, 73 % RAM:9990MB
17:11:50 5432 MiB, 72 % RAM:9990MB
17:12:50 5432 MiB, 67 % RAM:9983MB
17:13:50 5431 MiB, 71 % RAM:9983MB
17:14:50 5431 MiB, 69 % RAM:9993MB
17:15:50 5431 MiB, 58 % RAM:9973MB
17:16:50 5431 MiB, 60 % RAM:9991MB
17:17:50 5431 MiB, 72 % RAM:9996MB
17:18:50 5431 MiB, 66 % RAM:9995MB
17:19:50 5431 MiB, 61 % RAM:9982MB
17:20:50 5431 MiB, 66 % RAM:9987MB
17:21:50 5431 MiB, 67 % RAM:9998MB
17:22:50 5431 MiB, 57 % RAM:9998MB
17:23:50 5431 MiB, 68 % RAM:9997MB
17:24:50 5431 MiB, 58 % RAM:9990MB
17:25:50 5431 MiB, 76 % RAM:9994MB
17:26:50 5431 MiB, 62 % RAM:9987MB
17:27:50 5431 MiB, 56 % RAM:9990MB
17:28:50 5431 MiB, 62 % RAM:9993MB
17:29:50 5431 MiB, 66 % RAM:9981MB
17:30:50 5431 MiB, 63 % RAM:9998MB
17:31:50 5431 MiB, 73 % RAM:9998MB
17:32:50 5432 MiB, 66 % RAM:9995MB
17:33:50 5432 MiB, 56 % RAM:10230MB
17:34:50 457 MiB, 3 % RAM:5827MB
17:35:50 5502 MiB, 66 % RAM:10336MB
17:36:50 5504 MiB, 68 % RAM:10200MB
17:37:50 5504 MiB, 67 % RAM:10193MB
17:38:50 5495 MiB, 68 % RAM:10046MB
17:39:50 5495 MiB, 67 % RAM:10028MB
17:40:50 5495 MiB, 67 % RAM:10042MB
17:41:50 5495 MiB, 60 % RAM:10032MB
17:42:50 5495 MiB, 65 % RAM:10033MB
17:43:51 5495 MiB, 65 % RAM:10040MB
17:44:51 5495 MiB, 61 % RAM:10035MB
17:45:51 5495 MiB, 56 % RAM:10028MB
17:46:51 5495 MiB, 68 % RAM:10029MB
17:47:51 5495 MiB, 58 % RAM:10044MB
17:48:51 5495 MiB, 63 % RAM:10027MB
17:49:51 5495 MiB, 67 % RAM:10017MB
17:50:51 5495 MiB, 59 % RAM:10023MB
17:51:51 5495 MiB, 61 % RAM:10035MB
17:52:51 5495 MiB, 67 % RAM:10013MB
17:53:51 5495 MiB, 67 % RAM:10037MB
17:54:51 5495 MiB, 60 % RAM:10033MB
17:55:51 5500 MiB, 55 % RAM:10040MB
17:56:51 5495 MiB, 68 % RAM:10027MB
17:57:51 5495 MiB, 67 % RAM:10035MB
17:58:51 5495 MiB, 68 % RAM:10024MB
17:59:51 5495 MiB, 63 % RAM:10030MB
18:00:51 5495 MiB, 57 % RAM:10037MB
18:01:51 5495 MiB, 61 % RAM:10049MB
18:02:51 5495 MiB, 62 % RAM:10032MB
18:03:51 5495 MiB, 61 % RAM:10040MB
18:04:51 5495 MiB, 76 % RAM:10043MB
18:05:51 5495 MiB, 62 % RAM:10022MB
18:06:51 5495 MiB, 68 % RAM:10036MB
18:07:51 5495 MiB, 58 % RAM:10039MB
18:08:51 5495 MiB, 67 % RAM:10050MB
18:09:51 5495 MiB, 60 % RAM:10034MB
18:10:51 5495 MiB, 61 % RAM:10038MB
18:11:51 5495 MiB, 66 % RAM:10035MB
18:12:51 2484 MiB, 3 % RAM:8920MB
18:13:51 457 MiB, 4 % RAM:5640MB
18:14:51 457 MiB, 4 % RAM:5649MB
18:15:51 457 MiB, 4 % RAM:5650MB
18:16:51 461 MiB, 4 % RAM:5646MB
18:17:51 457 MiB, 4 % RAM:5643MB
18:18:51 456 MiB, 4 % RAM:5653MB
18:19:51 456 MiB, 4 % RAM:5647MB
18:20:51 456 MiB, 4 % RAM:5638MB
18:21:51 456 MiB, 4 % RAM:5643MB
18:22:51 456 MiB, 4 % RAM:5639MB
18:23:51 456 MiB, 4 % RAM:5650MB
18:24:51 456 MiB, 4 % RAM:5639MB
18:25:51 456 MiB, 4 % RAM:5640MB
18:26:52 456 MiB, 4 % RAM:5627MB
18:27:52 456 MiB, 4 % RAM:5631MB
18:28:52 456 MiB, 4 % RAM:5649MB
18:29:52 456 MiB, 4 % RAM:5636MB
18:30:52 456 MiB, 4 % RAM:5638MB
18:31:52 456 MiB, 4 % RAM:5628MB
18:32:52 456 MiB, 5 % RAM:5641MB
18:33:52 456 MiB, 4 % RAM:5649MB
18:34:52 456 MiB, 4 % RAM:5638MB
18:35:52 456 MiB, 5 % RAM:5653MB
18:36:52 456 MiB, 5 % RAM:5853MB
18:37:52 456 MiB, 4 % RAM:5892MB
18:38:52 456 MiB, 6 % RAM:5954MB
18:39:52 456 MiB, 6 % RAM:5864MB
18:40:52 456 MiB, 5 % RAM:5872MB
18:41:52 456 MiB, 2 % RAM:6009MB
18:42:52 5503 MiB, 65 % RAM:10295MB
18:43:52 5503 MiB, 70 % RAM:10223MB
18:44:52 5503 MiB, 61 % RAM:10203MB
18:45:52 5503 MiB, 60 % RAM:10046MB
18:46:52 5503 MiB, 61 % RAM:10056MB
18:47:52 5503 MiB, 66 % RAM:10065MB
18:48:52 5503 MiB, 63 % RAM:10047MB
18:49:52 5503 MiB, 65 % RAM:10057MB
18:50:52 5503 MiB, 75 % RAM:10057MB
18:51:52 5503 MiB, 60 % RAM:10069MB
18:52:52 5502 MiB, 73 % RAM:10068MB
18:53:52 5495 MiB, 67 % RAM:10048MB
18:54:52 5495 MiB, 64 % RAM:10058MB
18:55:52 5495 MiB, 67 % RAM:10069MB
18:56:52 5495 MiB, 65 % RAM:10062MB
18:57:52 5495 MiB, 70 % RAM:10072MB
18:58:52 5495 MiB, 74 % RAM:10052MB
18:59:52 5495 MiB, 73 % RAM:10052MB
19:00:52 5495 MiB, 64 % RAM:10044MB
19:01:52 5495 MiB, 66 % RAM:10049MB
19:02:52 5495 MiB, 67 % RAM:10049MB
19:03:52 5495 MiB, 69 % RAM:10050MB
19:04:52 5495 MiB, 67 % RAM:10044MB
19:05:52 5495 MiB, 66 % RAM:10059MB
19:06:52 5495 MiB, 70 % RAM:10048MB
19:07:52 5495 MiB, 67 % RAM:10047MB
19:08:53 5495 MiB, 68 % RAM:10043MB
19:09:53 5495 MiB, 60 % RAM:10050MB
19:10:53 5495 MiB, 68 % RAM:10056MB
19:11:53 5495 MiB, 65 % RAM:10069MB
19:12:53 5495 MiB, 58 % RAM:10067MB
19:13:53 5502 MiB, 60 % RAM:10072MB
19:14:53 5495 MiB, 59 % RAM:10055MB
19:15:53 5495 MiB, 74 % RAM:10054MB
19:16:53 5495 MiB, 66 % RAM:10049MB
19:17:53 5495 MiB, 69 % RAM:10062MB
19:18:53 5495 MiB, 66 % RAM:10052MB
19:19:53 456 MiB, 4 % RAM:5659MB
19:20:53 456 MiB, 4 % RAM:5678MB
19:21:53 456 MiB, 5 % RAM:5678MB
19:22:53 456 MiB, 4 % RAM:5678MB
19:23:53 456 MiB, 4 % RAM:5651MB
19:24:53 456 MiB, 4 % RAM:5675MB
19:25:53 456 MiB, 4 % RAM:5669MB
19:26:53 456 MiB, 4 % RAM:5665MB
19:27:53 456 MiB, 4 % RAM:5665MB
19:28:53 456 MiB, 4 % RAM:5675MB
19:29:53 456 MiB, 5 % RAM:5679MB
19:30:53 456 MiB, 5 % RAM:5680MB
19:31:53 456 MiB, 5 % RAM:5664MB
19:32:53 456 MiB, 3 % RAM:5680MB
19:33:53 460 MiB, 3 % RAM:5673MB
19:34:53 456 MiB, 3 % RAM:5683MB
19:35:53 456 MiB, 4 % RAM:5670MB
19:36:53 456 MiB, 3 % RAM:5675MB
19:37:53 456 MiB, 5 % RAM:5676MB
19:38:53 456 MiB, 4 % RAM:5691MB
19:39:53 456 MiB, 3 % RAM:5683MB
19:40:53 456 MiB, 4 % RAM:5678MB
19:41:53 456 MiB, 5 % RAM:5684MB
19:42:53 456 MiB, 5 % RAM:5663MB
19:43:53 456 MiB, 4 % RAM:5835MB
19:44:53 456 MiB, 3 % RAM:5890MB
19:45:53 456 MiB, 4 % RAM:5877MB
19:46:53 5503 MiB, 64 % RAM:10270MB
19:47:53 5503 MiB, 65 % RAM:10214MB
19:48:53 5503 MiB, 67 % RAM:10204MB
19:49:54 5503 MiB, 72 % RAM:10050MB
19:50:54 5503 MiB, 55 % RAM:10043MB
19:51:54 5503 MiB, 57 % RAM:10054MB
19:52:54 5503 MiB, 60 % RAM:10048MB
19:53:54 5503 MiB, 64 % RAM:10045MB
19:54:54 5503 MiB, 69 % RAM:10051MB
19:55:54 5503 MiB, 66 % RAM:10031MB
19:56:54 5503 MiB, 67 % RAM:10056MB
19:57:54 5503 MiB, 63 % RAM:10053MB
19:58:54 5503 MiB, 60 % RAM:10047MB
19:59:54 5503 MiB, 58 % RAM:10055MB
20:00:54 5503 MiB, 65 % RAM:10053MB
20:01:54 5503 MiB, 66 % RAM:10039MB
20:02:54 5495 MiB, 62 % RAM:10046MB
20:03:54 5495 MiB, 68 % RAM:10045MB
20:04:54 5495 MiB, 60 % RAM:10052MB
20:05:54 5495 MiB, 67 % RAM:10059MB
20:06:54 5495 MiB, 67 % RAM:10056MB
20:07:54 5495 MiB, 59 % RAM:10059MB
20:08:54 5495 MiB, 56 % RAM:10078MB
20:09:54 5495 MiB, 67 % RAM:10052MB
20:10:54 5495 MiB, 59 % RAM:10050MB
20:11:54 5495 MiB, 77 % RAM:10060MB
20:12:54 5495 MiB, 58 % RAM:10065MB
20:13:54 5495 MiB, 66 % RAM:10059MB
20:14:54 5495 MiB, 62 % RAM:10045MB
